BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE,BASE_FEE,USAGE_RATE,STATUS,REGION,INDUSTRY,EXPECTED_AMOUNT,AMOUNT_DEVIATION_PCT,CUST_ROLLING_MEAN,DEV_FROM_OWN_HISTORY,DOC_COUNT_SAME_PERIOD,IS_DUPLICATE_PERIOD,AMOUNT_TO_BASE_RATIO,ANOMALY_SCORE_RAW,ANOMALY_DECISION_SCORE,PREDICTED_ANOMALY,RULE_FLAG_DUPLICATE,FINAL_ANOMALY_FLAG,IS_TRUE_ANOMALY
BILLDOC500033,BP100002,CA200001,STANDARD,2024-03,99.66,1578.73,INR,OVERDUE,1,2024-03-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1578.728,1.2668426733121261e-06,1591.51,-12.779999999999973,1,0,1.0531887925283523,1,0.142580266344213,0,0,0,0
BILLDOC500034,BP100002,CA200001,STANDARD,2024-04,73.56,1557.85,INR,PAID,0,2024-04-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1557.848,1.283822298422379e-06,1587.25,-29.40000000000009,1,0,1.0392595063375583,1,0.26182306821816936,0,0,0,0
BILLDOC500035,BP100002,CA200001,STANDARD,2024-05,120.56,1595.45,INR,OPEN,0,2024-05-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1595.448,1.2535663963681087e-06,1579.9,15.549999999999955,1,0,1.064342895263509,1,0.26411613329526945,0,0,0,0
BILLDOC500036,BP100002,CA200001,STANDARD,2024-06,69.48,1554.58,INR,PAID,0,2024-06-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1554.584,-2.573035616044412e-06,1583.01,-28.430000000000064,1,0,1.0370780520346898,1,0.25505324775740834,0,0,0,0
BILLDOC500037,BP100002,CA200001,STANDARD,2024-07,105.22,1583.18,INR,PAID,0,2024-07-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1583.176,2.526566850516169e-06,1578.2716666666665,4.90833333333353,1,0,1.0561574382921948,1,0.2615437109927717,0,0,0,0
BILLDOC500038,BP100002,CA200001,STANDARD,2024-08,51.01,1539.81,INR,OVERDUE,0,2024-08-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1539.808,1.2988632348661043e-06,1578.972857142857,-39.16285714285709,1,0,1.027224816544363,1,0.25425994057067175,0,0,0,0
BILLDOC500039,BP100002,CA200001,STANDARD,2024-09,66.8,1552.44,INR,PAID,0,2024-09-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1552.44,0.0,1574.0774999999999,-21.637499999999818,1,0,1.035650433622415,1,0.26213522090701524,0,0,0,0
BILLDOC500040,BP100002,CA200001,STANDARD,2024-10,104.92,1582.94,INR,PAID,0,2024-10-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1582.936,2.5269499209903536e-06,1571.6733333333332,11.266666666666879,1,0,1.0559973315543696,1,0.2615437109927717,0,0,0,0
BILLDOC500041,BP100002,CA200001,STANDARD,2024-11,118.46,1593.77,INR,PAID,0,2024-11-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1593.768,1.2548877879043287e-06,1572.8,20.970000000000027,1,0,1.0632221480987325,1,0.26424532299681763,0,0,0,0
BILLDOC500042,BP100002,CA200001,STANDARD,2024-12,104.28,1582.43,INR,PAID,0,2024-12-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1582.424,3.7916512894682414e-06,1574.7063636363637,7.723636363636388,1,0,1.055657104736491,1,0.25394719117754727,0,0,0,0
BILLDOC500043,BP100002,CA200001,STANDARD,2025-01,97.11,1576.69,INR,PAID,0,2025-01-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1576.688,1.2684817794977232e-06,1575.3500000000001,1.3399999999999181,1,0,1.051827885256838,1,0.2647442681022461,0,0,0,0
BILLDOC500044,BP100002,CA200001,STANDARD,2025-02,92.47,1572.98,INR,PAID,0,2025-02-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1572.976,2.5429504327500305e-06,1575.4530769230769,-2.47307692307686,1,0,1.049352901934623,1,0.260976225556089,0,0,0,0
BILLDOC500045,BP100002,CA200001,STANDARD,2025-03,63.04,1549.43,INR,PAID,0,2025-03-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1549.432,-1.290795594742271e-06,1575.2764285714286,-25.846428571428532,1,0,1.0336424282855237,1,0.25874293842975643,0,0,0,0
BILLDOC500046,BP100002,CA200001,STANDARD,2025-04,82.0,1564.6,INR,PAID,0,2025-04-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1564.6,0.0,1573.5533333333333,-8.953333333333376,1,0,1.0437625083388926,1,0.2648536839978142,0,0,0,0
BILLDOC500047,BP100002,CA200001,STANDARD,2025-05,88.48,1569.79,INR,PAID,0,2025-05-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1569.784,3.822181905190853e-06,1572.99375,-3.2037500000001273,1,0,1.047224816544363,1,0.2523912074686972,0,0,0,0
BILLDOC500048,BP100002,CA200001,STANDARD,2025-06,126.43,1600.14,INR,OPEN,0,2025-06-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1600.144,-2.499775020189066e-06,1572.805294117647,27.33470588235309,1,0,1.067471647765177,1,0.2582575570008257,0,0,0,0
BILLDOC500049,BP100002,CA200001,STANDARD,2025-07,108.59,9834.65,INR,OVERDUE,2,2025-07-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1585.872,5.201414742173391,1574.323888888889,8260.32611111111,1,0,6.560807204803202,-1,-0.17690301431329558,1,0,1,1
BILLDOC500050,BP100002,CA200001,STANDARD,2025-08,55.92,1543.74,INR,OPEN,0,2025-08-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1543.736,2.5911166157331387e-06,2009.077894736842,-465.3378947368419,1,0,1.0298465643762509,1,0.23986773085372876,0,0,0,0
BILLDOC500051,BP100002,CA200001,STANDARD,2025-09,108.1,1585.48,INR,PAID,0,2025-09-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1585.48,0.0,1985.8110000000001,-400.33100000000013,1,0,1.0576917945296864,1,0.25488763742611226,0,0,0,0
BILLDOC500052,BP100002,CA200001,STANDARD,2025-10,90.37,1571.3,INR,PAID,0,2025-10-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1571.296,2.545669307314098e-06,1966.7476190476189,-395.4476190476189,1,0,1.0482321547698465,1,0.250336685037399,0,0,0,0
BILLDOC500053,BP100002,CA200001,STANDARD,2025-11,83.08,1565.46,INR,PAID,0,2025-11-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1565.464,-2.5551529769483125e-06,1948.7727272727273,-383.3127272727272,1,0,1.044336224149433,1,0.2485637905515503,0,0,0,0
BILLDOC500054,BP100002,CA200001,STANDARD,2025-12,115.29,1591.23,INR,PAID,0,2025-12-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1591.232,-1.2568877448120113e-06,1932.106956521739,-340.876956521739,1,0,1.0615276851234157,1,0.25655023715811265,0,0,0,0
BILLDOC500055,BP100002,CA200001,STANDARD,2026-01,125.77,1599.62,INR,PAID,0,2026-01-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1599.616,2.500600143975437e-06,1917.9037500000002,-318.2837500000003,1,0,1.0671247498332221,1,0.25213408729034775,0,0,0,0
BILLDOC500056,BP100002,CA200001,STANDARD,2026-02,123.28,1597.63,INR,PAID,0,2026-02-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1597.624,3.7555770319458723e-06,1905.1724,-307.5423999999998,1,0,1.0657971981320882,1,0.24616591635267815,0,0,0,0
BILLDOC500057,BP100002,CA200001,STANDARD,2026-03,79.02,1562.22,INR,PAID,0,2026-03-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1562.216,2.5604653902743196e-06,1893.3438461538462,-331.1238461538462,1,0,1.0421747831887926,1,0.2521105569243819,0,0,0,0
BILLDOC500058,BP100002,CA200001,STANDARD,2026-04,92.27,1572.82,INR,OVERDUE,0,2026-04-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1572.816,2.543209122939627e-06,1881.08,-308.26,1,0,1.0492461641094062,1,0.25505220832530423,0,0,0,0
BILLDOC500059,BP100002,CA200001,STANDARD,2026-05,108.28,1585.63,INR,PAID,0,2026-05-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1585.624,3.783999233163406e-06,1870.070714285714,-284.44071428571397,1,0,1.0577918612408272,1,0.24860717643092822,0,0,0,0
BILLDOC500060,BP100002,CA200001,STANDARD,2026-06,124.39,1598.51,INR,OVERDUE,1,2026-06-22,1499,0.8,ACTIVE,IN-SOUTH,Manufacturing,1598.512,-1.2511635821017962e-06,1860.2624137931034,-261.7524137931034,1,0,1.0663842561707806,1,0.13151400760532939,0,0,0,0
BILLDOC500061,BP100003,CA200002,PREMIUM,2024-02,88.02,4104.62,INR,PAID,0,2024-02-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4104.624,-9.745106981554005e-07,4104.62,0.0,1,0,1.026411602900725,1,0.23428256146978038,0,0,0,0
BILLDOC500062,BP100003,CA200002,PREMIUM,2024-03,95.36,4113.43,INR,PAID,0,2024-03-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4113.432,-4.86211999979083e-07,4104.62,8.8100000000004,1,0,1.028614653663416,1,0.23837348992221613,0,0,0,0
BILLDOC500063,BP100003,CA200002,PREMIUM,2024-04,72.34,4085.81,INR,PAID,0,2024-04-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4085.808,4.894992618235381e-07,4109.025,-23.21499999999969,1,0,1.0217079269817455,1,0.23383420825310125,0,0,0,0
BILLDOC500064,BP100003,CA200002,PREMIUM,2024-05,70.09,4083.11,INR,PAID,0,2024-05-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4083.108,4.898229485854174e-07,4101.286666666667,-18.176666666666733,1,0,1.0210327581895475,1,0.23341288622045742,0,0,0,0
BILLDOC500065,BP100003,CA200002,PREMIUM,2024-06,120.31,4143.38,INR,OVERDUE,3,2024-06-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4143.372,1.93079453155807e-06,4096.7425,46.63749999999982,1,0,1.0361040260065018,-1,-0.0304467652404532,1,0,1,0
BILLDOC500066,BP100003,CA200002,PREMIUM,2024-07,133.91,4159.69,INR,OPEN,0,2024-07-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4159.692,-4.808048289170097e-07,4106.07,53.61999999999989,1,0,1.040182545636409,1,0.23111134516456017,0,0,0,0
BILLDOC500067,BP100003,CA200002,PREMIUM,2024-08,98.2,4116.84,INR,PAID,0,2024-08-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4116.84,0.0,4115.006666666667,1.8333333333330302,1,0,1.0294673668417105,1,0.2397430877451368,0,0,0,0
BILLDOC500068,BP100003,CA200002,PREMIUM,2024-09,125.09,4149.11,INR,PAID,0,2024-09-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4149.108,4.820313184178283e-07,4115.268571428572,33.84142857142797,1,0,1.0375368842210553,1,0.23221797570139813,0,0,0,0
BILLDOC500069,BP100003,CA200002,PREMIUM,2024-10,109.04,22088.29,INR,PAID,0,2024-10-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4129.848,4.348451081008309,4119.49875,17968.791250000002,1,0,5.523453363340836,-1,-0.16765036079468332,1,0,1,1
BILLDOC500070,BP100003,CA200002,PREMIUM,2024-11,83.87,4099.65,INR,PAID,0,2024-11-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4099.644,1.4635417122568134e-06,6116.031111111111,-2016.3811111111117,1,0,1.0251687921980495,1,0.1692523549529456,0,0,0,0
BILLDOC500071,BP100003,CA200002,PREMIUM,2024-12,109.03,4129.84,INR,PAID,0,2024-12-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4129.836,9.685614634347253e-07,5914.393,-1784.5529999999999,1,0,1.0327181795448863,1,0.18056556747352215,0,0,0,0
BILLDOC500072,BP100003,CA200002,PREMIUM,2025-01,138.45,4165.14,INR,PAID,0,2025-01-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4165.14,0.0,5752.160909090909,-1587.0209090909084,1,0,1.0415453863465867,1,0.18110690182026773,0,0,0,0
BILLDOC500073,BP100003,CA200002,PREMIUM,2025-02,99.1,4117.93,INR,PAID,0,2025-02-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4117.92,2.4284104597025387e-06,5619.909166666667,-1501.979166666667,1,0,1.029739934983746,1,0.1777475111471657,0,0,0,0
BILLDOC500074,BP100003,CA200002,PREMIUM,2025-03,139.12,4165.94,INR,OVERDUE,3,2025-03-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4165.944,-9.601665314787974e-07,5504.372307692307,-1338.4323076923074,1,0,1.0417454363590897,-1,-0.0478220423913539,1,0,1,0
BILLDOC500075,BP100003,CA200002,PREMIUM,2025-04,34.51,4040.41,INR,PAID,0,2025-04-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4040.412,-4.949990248402159e-07,5408.7699999999995,-1368.3599999999997,1,0,1.010355088772193,1,0.17450380325324255,0,0,0,0
BILLDOC500076,BP100003,CA200002,PREMIUM,2025-05,120.55,4143.66,INR,PAID,0,2025-05-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4143.66,0.0,5317.546,-1173.8860000000004,1,0,1.0361740435108777,1,0.20353700480608639,0,0,0,0
BILLDOC500077,BP100003,CA200002,PREMIUM,2025-06,102.18,4121.61,INR,OVERDUE,1,2025-06-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4121.616,-1.4557396905274208e-06,5244.178125,-1122.5681250000007,1,0,1.0306601650412601,1,0.07882876663100369,0,0,0,0
BILLDOC500078,BP100003,CA200002,PREMIUM,2025-07,92.52,4110.03,INR,PAID,0,2025-07-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4110.024,1.459845489808179e-06,5178.144705882352,-1068.1147058823526,1,0,1.0277644411102775,1,0.20593554950634663,0,0,0,0
BILLDOC500079,BP100003,CA200002,PREMIUM,2025-08,102.29,4121.75,INR,PAID,0,2025-08-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4121.748,4.852310234413782e-07,5118.804999999999,-997.0549999999994,1,0,1.0306951737934484,1,0.21470375792216162,0,0,0,0
BILLDOC500080,BP100003,CA200002,PREMIUM,2025-09,50.31,4059.37,INR,PAID,0,2025-09-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4059.372,-4.926870461619941e-07,5066.328421052631,-1006.9584210526309,1,0,1.0150962740685172,1,0.19886708723056795,0,0,0,0
BILLDOC500081,BP100003,CA200002,PREMIUM,2025-10,94.51,4112.41,INR,PAID,0,2025-10-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4112.412,-4.86332595179533e-07,5015.9805,-903.5704999999998,1,0,1.0283595898974742,1,0.217621061392279,0,0,0,0
BILLDOC500082,BP100003,CA200002,PREMIUM,2025-11,108.93,4129.71,INR,OVERDUE,1,2025-11-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4129.716,-1.4528844114977557e-06,4972.953333333334,-843.2433333333338,1,0,1.0326856714178545,1,0.08559976874073683,0,0,0,0
BILLDOC500083,BP100003,CA200002,PREMIUM,2025-12,136.95,4163.34,INR,PAID,0,2025-12-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4163.34,0.0,4934.624090909091,-771.284090909091,1,0,1.0410952738184547,1,0.21354854245887755,0,0,0,0
BILLDOC500084,BP100003,CA200002,PREMIUM,2026-01,87.04,4103.45,INR,PAID,0,2026-01-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4103.448,4.873949906268968e-07,4901.089999999999,-797.6399999999994,1,0,1.0261190297574394,1,0.219826999973101,0,0,0,0
BILLDOC500085,BP100003,CA200002,PREMIUM,2026-02,79.79,4094.75,INR,OVERDUE,3,2026-02-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4094.748,4.884305456532872e-07,4867.8550000000005,-773.1050000000005,1,0,1.0239434858714678,-1,-0.03501801974296037,1,0,1,0
BILLDOC500086,BP100003,CA200002,PREMIUM,2026-03,87.46,4103.95,INR,PAID,0,2026-03-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4103.952,-4.873351346232738e-07,4836.9308,-732.9808000000003,1,0,1.0262440610152537,1,0.22224248573355265,0,0,0,0
BILLDOC500087,BP100003,CA200002,PREMIUM,2026-04,122.89,4146.46,INR,PAID,0,2026-04-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4146.468,-1.929352885349851e-06,4808.739230769231,-662.2792307692307,1,0,1.0368742185546387,1,0.20663685404722903,0,0,0,0
BILLDOC500088,BP100003,CA200002,PREMIUM,2026-05,108.22,4128.86,INR,PAID,0,2026-05-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4128.864,-9.687894781483268e-07,4784.21037037037,-655.35037037037,1,0,1.03247311827957,1,0.2223319498477725,0,0,0,0
BILLDOC500089,BP100003,CA200002,PREMIUM,2026-06,86.76,4103.11,INR,PAID,0,2026-06-22,3999,1.2,ACTIVE,IN-WEST,Telecom,4103.112,-4.874349031679987e-07,4760.805,-657.6950000000006,1,0,1.0260340085021253,1,0.22341907307865333,0,0,0,0
BILLDOC500090,BP100004,CA200003,ENTERPRISE,2024-04,112.83,10168.25,INR,PAID,0,2024-04-22,9999,1.5,ACTIVE,IN-NORTH,Telecom,10168.245,4.917269400176376e-07,10168.25,0.0,1,0,1.0169266926692668,1,0.1804849587378186,0,0,0,0
